id_establecimiento,codigo_localidad,demanda_total,M_t,s_j,delta_j
111001801314,19,973.0,100641.05263157895,0.009668022884874856,-1.6431991755153574
111001801349,11,2793.2380952380954,96130.62656641605,0.02905669290845894,-0.5427741559485169
111102000265,07,3006.0,115661.05263157895,0.02598973406869437,-0.6543213888896435
111102000281,07,3274.0,115661.05263157895,0.02830684941480551,-0.5689192012714832
111102000621,07,1459.0,115661.05263157895,0.012614445111851325,-1.3771804106797778
111102000753,07,5810.0,115661.05263157895,0.05023298567502139,0.004648890643393688
111102000958,07,2074.0,115661.05263157895,0.017931706074009356,-1.025452570413091
111265000017,10,1419.0,68328.42105263159,0.020767346561498642,-0.8786411291197456
111265000025,10,4379.0,68328.42105263159,0.06408753389203845,0.24822686052161025
111265000343,10,1882.0,68328.42105263159,0.027543443431106724,-0.5962584861344635
111265000394,10,1608.0,68328.42105263159,0.0235333990633473,-0.7536023565408767
111265000408,10,1451.0,68328.42105263159,0.02123567291101799,-0.8563405533956003
111279000061,09,2538.0,29136.84210526316,0.08710621387283236,0.5551052177091673
